"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2017-01-27T22:16:42Z"
"Version","20170127221642"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability"
"WDAEAHKQD9KG869C","JRTCKXETXF","WDAEAHKQD9KG869C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - Canada (Central) data transfer to US West (Oregon)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","Canada (Central)","AWS Region","US West (Oregon)","AWS Region","CAN1-USW2-AWS-Out-Bytes","",
"TZPJVS2GCV8M5FXM","JRTCKXETXF","TZPJVS2GCV8M5FXM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of US East (Northern Virginia) to CloudFront","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Amazon CloudFront","AWS Edge Location","USE1-CloudFront-Out-Bytes","",
"GRMY773FUAW94HKK","JRTCKXETXF","GRMY773FUAW94HKK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer out (to outside US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Outbound using edge locations outside US, Europe or Japan","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-ABytes-T2","",
"XRVDUK4VA45A4VWY","JRTCKXETXF","XRVDUK4VA45A4VWY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","US East (N. Virginia)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE1-APN2-AWS-Out-ABytes-T1","",
"FXE5RCD3MD226HUR","JRTCKXETXF","FXE5RCD3MD226HUR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","EU (Frankfurt)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EUC1-APN1-AWS-Out-ABytes","",
"A3GDZJP89BX5YREP","JRTCKXETXF","A3GDZJP89BX5YREP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","US East (Ohio)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE2-APS1-AWS-In-ABytes-T1","",
"PK7EDKMZMFPN79UA","JRTCKXETXF","PK7EDKMZMFPN79UA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","EU (Ireland)","AWS Region","Asia Pacific (Singapore)","AWS Region","EU-APS1-AWS-Out-ABytes-T2","",
"FDXXFP8ZAZY5A3E3","JRTCKXETXF","FDXXFP8ZAZY5A3E3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to South America (Sao Paulo)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","US West (N. California)","AWS Region","South America (Sao Paulo)","AWS Region","USW1-SAE1-AWS-Out-Bytes","",
"6ETXF6NGU6GTQTQ3","JRTCKXETXF","6ETXF6NGU6GTQTQ3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (London) Amazon S3 accelerated data transfer to Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","EU (London)","AWS Region","Asia Pacific (Sydney)","AWS Region","EUW2-APS2-AWS-Out-ABytes-T1","",
"UKWV93XW52YH5JCY","JRTCKXETXF","UKWV93XW52YH5JCY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to Standard-Infrequent Access","2017-01-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","EU (Frankfurt)","AWS Region",,,,,,"S3-API-Tier4","Lifecycle Transition Requests into Standard-Infrequent Access",,,,,,"EUC1-Requests-Tier4","",
"RTPR64G9Z2ASYUKN","JRTCKXETXF","RTPR64G9Z2ASYUKN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APS2-APS3-AWS-In-ABytes-T2","",
"8V7SFTM8C7PGXXJ8","JRTCKXETXF","8V7SFTM8C7PGXXJ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0044 per 10,000 GET and all other requests","2017-01-01","0","Inf","Requests","0.0000004400","USD","API Request","AmazonS3","US West (N. California)","AWS Region",,,,,,"S3-API-Tier2","GET and all other requests",,,,,,"USW1-Requests-Tier2","",
"AMB7CGJ9UTSUFQVC","JRTCKXETXF","AMB7CGJ9UTSUFQVC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0028 per 1 million objects listed in S3 Inventory","2017-01-01","0","Inf","Objects","0.0000000028","USD","Fee","AmazonS3","US East (Ohio)","AWS Region",,,,"S3-Inventory-ObjectsListed","Per object fee for objects listed in an Inventory",,,,,,,,"USE2-Inventory-ObjectsListed","",
"J66TGSE4KW2PZ5NK","JRTCKXETXF","J66TGSE4KW2PZ5NK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Canada (Central)","AWS Region","Asia Pacific (Tokyo)","AWS Region","CAN1-APN1-AWS-Out-ABytes","",
"DZTYEC39NYWFQHH4","JRTCKXETXF","DZTYEC39NYWFQHH4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Sydney)","AWS Region","APN1-APS2-AWS-In-Bytes","",
"SFB4ASRYFMDWFC6T","JRTCKXETXF","SFB4ASRYFMDWFC6T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer out (to outside US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Outbound using edge locations outside US, Europe or Japan","Asia Pacific (Singapore)","AWS Region","External","Other","APS1-DataTransfer-Out-ABytes-T2","",
"2QXNWQRCPNA3GY7T","JRTCKXETXF","2QXNWQRCPNA3GY7T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.086 per GB - Asia Pacific (Mumbai) data transfer to EU (Germany)","2017-01-01","0","Inf","GB","0.0860000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","EU (Frankfurt)","AWS Region","APS3-EUC1-AWS-Out-Bytes","",
"GDAPSP756T9HTWQU","JRTCKXETXF","GDAPSP756T9HTWQU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","EU (Frankfurt)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EUC1-APN1-AWS-In-ABytes-T2","",
"57G4W2J4GYNXE4B7","JRTCKXETXF","57G4W2J4GYNXE4B7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to Asia Pacific (Singapore) from CloudFront","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","Amazon CloudFront","AWS Edge Location","APS1-CloudFront-In-Bytes","",
"EH648PS2P84N95QQ","JRTCKXETXF","EH648PS2P84N95QQ.JRTCKXETXF.6YNURZBX9Y","OnDemand","$0.0240 per GB - first 1 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","0","1024","GB-Mo","0.0240000000","USD","Storage","AmazonS3","US West (Oregon)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USW2-TimedStorage-RRS-ByteHrs","","99.99%"
"EH648PS2P84N95QQ","JRTCKXETXF","EH648PS2P84N95QQ.JRTCKXETXF.QUZRP4P8Y4","OnDemand","$0.0236 per GB - next 49 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","1024","51200","GB-Mo","0.0236000000","USD","Storage","AmazonS3","US West (Oregon)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USW2-TimedStorage-RRS-ByteHrs","","99.99%"
"EH648PS2P84N95QQ","JRTCKXETXF","EH648PS2P84N95QQ.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.0232 per GB - next 450 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","51200","512000","GB-Mo","0.0232000000","USD","Storage","AmazonS3","US West (Oregon)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USW2-TimedStorage-RRS-ByteHrs","","99.99%"
"EH648PS2P84N95QQ","JRTCKXETXF","EH648PS2P84N95QQ.JRTCKXETXF.YJ98HAVVPP","OnDemand","$0.0228 per GB - next 500 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","512000","1024000","GB-Mo","0.0228000000","USD","Storage","AmazonS3","US West (Oregon)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USW2-TimedStorage-RRS-ByteHrs","","99.99%"
"EH648PS2P84N95QQ","JRTCKXETXF","EH648PS2P84N95QQ.JRTCKXETXF.J25EHUHHDK","OnDemand","$0.0224 per GB - next 4000 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","1024000","5120000","GB-Mo","0.0224000000","USD","Storage","AmazonS3","US West (Oregon)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USW2-TimedStorage-RRS-ByteHrs","","99.99%"
"EH648PS2P84N95QQ","JRTCKXETXF","EH648PS2P84N95QQ.JRTCKXETXF.JR3K5QW8G3","OnDemand","$0.0220 per GB - storage used /  month over 5000 TB - Reduced Redundancy Storage","2017-01-01","5120000","Inf","GB-Mo","0.0220000000","USD","Storage","AmazonS3","US West (Oregon)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USW2-TimedStorage-RRS-ByteHrs","","99.99%"
"3NQ4P27DG6PC5W6W","JRTCKXETXF","3NQ4P27DG6PC5W6W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from US West (Northern California)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","Asia Pacific (Mumbai)","AWS Region","US West (N. California)","AWS Region","APS3-USW1-AWS-In-ABytes","",
"9G68T25AHT6RGKXA","JRTCKXETXF","9G68T25AHT6RGKXA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer to Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","US East (Ohio)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE2-APN2-AWS-Out-ABytes-T2","",
"VTDJ9RVHJGJP999U","JRTCKXETXF","VTDJ9RVHJGJP999U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from EU (Germany)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","EU (Frankfurt)","AWS Region","USW2-EUC1-AWS-In-Bytes","",
"6VQRCZMKV5QEAJ4V","JRTCKXETXF","6VQRCZMKV5QEAJ4V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","US East (Ohio)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USE2-APN1-AWS-In-ABytes-T2","",
"725FHGTUB3P2B9EU","JRTCKXETXF","725FHGTUB3P2B9EU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from EU (Ireland)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","EU (Ireland)","AWS Region","USE1-EU-AWS-In-Bytes","",
"M7WRW3PDTN2YW6ZE","JRTCKXETXF","M7WRW3PDTN2YW6ZE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer from Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","US East (Ohio)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE2-APN2-AWS-In-ABytes","",
"Z8Z228G7VXM93ZQV","JRTCKXETXF","Z8Z228G7VXM93ZQV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10 per 1 million objects monitored in S3 Analytics","2017-01-01","0","Inf","Objects","0.0000001000","USD","Fee","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,"S3-Analytics-ObjectCount","Per object fee for objects included in Analytics",,,,,,,,"APN2-StorageAnalytics-ObjCount","",
"HE3PT7D87AJ7AME2","JRTCKXETXF","HE3PT7D87AJ7AME2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.033 per GB - Expedited retrieval fee","2017-01-01","0","Inf","GB","0.0330000000","USD","Fee","AmazonS3","Canada (Central)","AWS Region",,,,"S3-Expedited-Retrieval","Fee for Expedited Retrieval of data stored",,,,,,,,"CAN1-Expedited-Retrieval-Bytes","",
"2VKUG32DUF246T8S","JRTCKXETXF","2VKUG32DUF246T8S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from US East (Ohio)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","US East (Ohio)","AWS Region","USE1-USE2-AWS-In-Bytes","",
"PNWMVZB3M8PTY8S5","JRTCKXETXF","PNWMVZB3M8PTY8S5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer from EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","US East (N. Virginia)","AWS Region","EU (Ireland)","AWS Region","USE1-EU-AWS-In-ABytes-T2","",
"U6PXXARGV2NSVGXN","JRTCKXETXF","U6PXXARGV2NSVGXN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Seoul)","AWS Region","UGW1-APN2-AWS-Out-Bytes","",
"YKT2RSJEG79FDSKN","JRTCKXETXF","YKT2RSJEG79FDSKN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer from EU (Germany)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","Asia Pacific (Seoul)","AWS Region","EU (Frankfurt)","AWS Region","APN2-EUC1-AWS-In-ABytes","",
"PNHT7FN4MXP23UNW","JRTCKXETXF","PNHT7FN4MXP23UNW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer from EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Asia Pacific (Tokyo)","AWS Region","EU (Ireland)","AWS Region","APN1-EU-AWS-In-ABytes-T1","",
"J9A5RVTQ23MWYQMV","JRTCKXETXF","J9A5RVTQ23MWYQMV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer from US East (Northern Virginia)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","South America (Sao Paulo)","AWS Region","US East (N. Virginia)","AWS Region","SAE1-USE1-AWS-In-ABytes","",
"5Q4QY3EP7RTVXN3F","JRTCKXETXF","5Q4QY3EP7RTVXN3F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access","2017-01-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","US West (N. California)","AWS Region",,,,,,"S3-API-SIA-Retrieval","Object Retrieval in Standard-Infrequent Access",,,,,,"USW1-Retrieval-SIA","",
"9UX2CHV3K7NGHX33","JRTCKXETXF","9UX2CHV3K7NGHX33.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer from US East (Northern Virginia)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","Asia Pacific (Seoul)","AWS Region","US East (N. Virginia)","AWS Region","APN2-USE1-AWS-In-ABytes","",
"KYEPVEWCNXBBW66W","JRTCKXETXF","KYEPVEWCNXBBW66W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (London) data transfer to US West (Oregon)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","EU (London)","AWS Region","US West (Oregon)","AWS Region","EUW2-USW2-AWS-Out-Bytes","",
"BYHFUD8GER3SC98Z","JRTCKXETXF","BYHFUD8GER3SC98Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS2-APS1-AWS-In-Bytes","",
"27CPERHGMYBB93DK","JRTCKXETXF","27CPERHGMYBB93DK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer to Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","US East (Ohio)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE2-APS1-AWS-Out-ABytes","",
"MM97KEFBN7F9V7GZ","JRTCKXETXF","MM97KEFBN7F9V7GZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer to US East (Ohio)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","US East (Ohio)","AWS Region","APN2-USE2-AWS-Out-ABytes-T1","",
"UPEBVGTX6ZSQXA3Z","JRTCKXETXF","UPEBVGTX6ZSQXA3Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer out (to within US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Outbound using edge locations within US, Europe or Japan","South America (Sao Paulo)","AWS Region","External","Other","SAE1-DataTransfer-Out-ABytes-T1","",
"VDPNHP4DS3HC3K9U","JRTCKXETXF","VDPNHP4DS3HC3K9U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer out (to outside US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Outbound using edge locations outside US, Europe or Japan","EU (Frankfurt)","AWS Region","External","Other","EUC1-DataTransfer-Out-ABytes-T2","",
"6PVRQ6Y3462XKF88","JRTCKXETXF","6PVRQ6Y3462XKF88.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","EU (Ireland)","AWS Region","Asia Pacific (Singapore)","AWS Region","EU-APS1-AWS-In-ABytes-T2","",
"V6SWZ652WAW6UFR6","JRTCKXETXF","V6SWZ652WAW6UFR6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Canada (Central)","AWS Region","Asia Pacific (Sydney)","AWS Region","CAN1-APS2-AWS-In-ABytes-T1","",
"JQ3P3PM285FJKSVA","JRTCKXETXF","JQ3P3PM285FJKSVA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APN1-APS3-AWS-In-Bytes","",
"29HVVU6JJBW2DC5K","JRTCKXETXF","29HVVU6JJBW2DC5K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","Asia Pacific (Tokyo)","AWS Region","EU (Ireland)","AWS Region","APN1-EU-AWS-Out-ABytes-T2","",
"C5HPFD32CMM8BHPS","JRTCKXETXF","C5HPFD32CMM8BHPS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (London) Amazon S3 accelerated data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","EU (London)","AWS Region","Asia Pacific (Sydney)","AWS Region","EUW2-APS2-AWS-In-ABytes-T1","",
"25KK9VY72V4RDJBD","JRTCKXETXF","25KK9VY72V4RDJBD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Ohio) data transfer to South America (Sao Paulo)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","US East (Ohio)","AWS Region","South America (Sao Paulo)","AWS Region","USE2-SAE1-AWS-Out-Bytes","",
"S84CTSUMF8ASFXYG","JRTCKXETXF","S84CTSUMF8ASFXYG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer from US East (Ohio)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","US East (Ohio)","AWS Region","US East (N. Virginia)","AWS Region","USE2-USE1-AWS-In-ABytes","",
"PDCXGBCVAFRVKUSM","JRTCKXETXF","PDCXGBCVAFRVKUSM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer from US West (Northern California)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","US East (N. Virginia)","AWS Region","US West (N. California)","AWS Region","USE1-USW1-AWS-In-ABytes","",
"8UW4N2NE9BX8WJH7","JRTCKXETXF","8UW4N2NE9BX8WJH7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","US West (Oregon)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USW2-APS3-AWS-Out-Bytes","",
"ENJN8VKTZCG3D9ET","JRTCKXETXF","ENJN8VKTZCG3D9ET.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer to US West (Northern California)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","US West (N. California)","AWS Region","APN2-USW1-AWS-Out-ABytes-T2","",
